plant,col,red,nir,ndvi,population,date,day,vwc1,vwc2
7,33,13,57.1,0.629,A15-436,6/14/2017,13,10.4675,22.77
7,34,11.7,58,0.664,A15-463,6/14/2017,13,10.4675,22.77
7,35,12.2,58.3,0.654,A15-463,6/14/2017,13,10.4675,22.77
7,36,15.3,59.8,0.593,A15-708,6/14/2017,13,10.4675,22.77
7,37,14.6,55.5,0.583,A15-708,6/14/2017,13,10.4675,22.77
7,38,13.4,55.5,0.611,A15-711,6/14/2017,13,10.4675,22.77
7,39,14.8,57.4,0.59,A15-711,6/14/2017,13,10.4675,22.77
7,40,11.1,61.2,0.693,A14-298,6/14/2017,13,10.4675,22.77
7,41,11.8,60.6,0.674,A14-298,6/14/2017,13,10.4675,22.77
7,42,11.3,60.2,0.684,A15-451,6/14/2017,13,10.4675,22.77
7,43,11.7,55.6,0.652,A15-451,6/14/2017,13,10.4675,22.77
7,44,11.5,59.2,0.675,A15-519,6/14/2017,13,10.4675,22.77
7,45,13.2,54.7,0.611,A15-519,6/14/2017,13,10.4675,22.77
7,46,11.8,58.2,0.663,A15-461,6/14/2017,13,10.4675,22.77
7,47,11.7,57.3,0.661,A15-461,6/14/2017,13,10.4675,22.77
7,48,10.5,58.9,0.697,A15-509,6/14/2017,13,10.4675,22.77
7,49,12.4,60.3,0.659,A15-669,6/14/2017,13,10.4675,22.77
7,50,12.4,62.6,0.669,A15-677,6/14/2017,13,10.4675,22.77
7,51,12.8,57,0.633,A15-489,6/14/2017,13,10.4675,22.77
7,52,10.9,52.9,0.658,A15-505,6/14/2017,13,10.4675,22.77
7,53,12.4,57.6,0.646,A15-725,6/14/2017,13,10.4675,22.77
7,54,11.8,54.1,0.642,A15-675,6/14/2017,13,10.4675,22.77
7,55,12.6,62.1,0.663,A14-302,6/14/2017,13,10.4675,22.77
7,56,13.2,61.2,0.645,A15-513,6/14/2017,13,10.4675,22.77
7,57,11.8,59.7,0.67,b,6/14/2017,13,10.4675,22.77
7,58,12,59.7,0.665,b,6/14/2017,13,10.4675,22.77
7,59,14.6,54.9,0.58,b,6/14/2017,13,10.4675,22.77
8,1,11.8,63.9,0.688,b,6/14/2017,13,10.4675,22.77
8,2,12.8,70.5,0.693,b,6/14/2017,13,10.4675,22.77
8,3,10.9,60.6,0.695,b,6/14/2017,13,10.4675,22.77
8,4,13,57.4,0.631,A15-674,6/14/2017,13,10.4675,22.77
8,5,12.2,59.4,0.659,A15-674,6/14/2017,13,10.4675,22.77
8,6,12.2,58.9,0.657,A15-311,6/14/2017,13,10.4675,22.77
8,7,12.8,53.4,0.613,A15-311,6/14/2017,13,10.4675,22.77
8,8,12.8,57.7,0.637,A15-682,6/14/2017,13,10.4675,22.77
8,9,14.4,55.8,0.59,A15-682,6/14/2017,13,10.4675,22.77
8,10,12,58,0.657,A15-506,6/14/2017,13,10.4675,22.77
8,11,13.2,59.2,0.635,A15-506,6/14/2017,13,10.4675,22.77
8,12,12.2,62.1,0.672,A15-511,6/14/2017,13,10.4675,22.77
8,13,13,58.6,0.637,A15-511,6/14/2017,13,10.4675,22.77
8,14,11.7,60.9,0.678,A15-516,6/14/2017,13,10.4675,22.77
8,15,11.1,62.6,0.699,A15-516,6/14/2017,13,10.4675,22.77
8,16,11.3,61.5,0.69,A15-668,6/14/2017,13,10.4675,22.77
8,17,12.6,60.6,0.656,A15-668,6/14/2017,13,10.4675,22.77
8,18,12.2,66.8,0.691,A15-490,6/14/2017,13,10.4675,22.77
8,19,11.8,63.9,0.688,A15-490,6/14/2017,13,10.4675,22.77
8,20,11.1,63.6,0.703,A14-307,6/14/2017,13,10.4675,22.77
8,21,11.8,66.8,0.7,A14-307,6/14/2017,13,10.4675,22.77
8,22,11.5,63,0.691,A15-515,6/14/2017,13,10.4675,22.77
8,23,11.3,61.4,0.689,A15-515,6/14/2017,13,10.4675,22.77
8,24,14,56.5,0.603,A15-467,6/14/2017,13,10.4675,22.77
8,25,11.8,61.5,0.678,A15-467,6/14/2017,13,10.4675,22.77
8,26,11.7,58.8,0.668,A15-316,6/14/2017,13,10.4675,22.77
8,27,11.8,63.8,0.688,A15-316,6/14/2017,13,10.4675,22.77
8,28,13.6,57.1,0.615,A15-304,6/14/2017,13,10.4675,22.77
8,29,14.2,52,0.571,A15-304,6/14/2017,13,10.4675,22.77
8,30,12,65.6,0.691,A15-341,6/14/2017,13,10.4675,22.77
8,31,11.8,58.9,0.666,A15-341,6/14/2017,13,10.4675,22.77
8,32,11.5,62.4,0.689,A15-436,6/14/2017,13,10.4675,22.77
8,33,11.1,57.7,0.677,A15-436,6/14/2017,13,10.4675,22.77
8,34,13.6,59.4,0.627,A15-463,6/14/2017,13,10.4675,22.77
8,35,10.9,63.6,0.707,A15-463,6/14/2017,13,10.4675,22.77
8,36,10.5,66.2,0.726,A15-708,6/14/2017,13,10.4675,22.77
8,37,12.4,57.1,0.643,A15-708,6/14/2017,13,10.4675,22.77
8,38,12.6,63.9,0.671,A15-711,6/14/2017,13,10.4675,22.77
8,39,14.2,62.4,0.629,A15-711,6/14/2017,13,10.4675,22.77
8,40,12,62,0.676,A14-298,6/14/2017,13,10.4675,22.77
8,41,11.7,58.9,0.669,A14-298,6/14/2017,13,10.4675,22.77
8,42,11.1,63.6,0.703,A15-451,6/14/2017,13,10.4675,22.77
8,43,11.3,63.6,0.698,A15-451,6/14/2017,13,10.4675,22.77
8,44,10.5,63.2,0.715,A15-519,6/14/2017,13,10.4675,22.77
8,45,12.2,65.3,0.685,A15-519,6/14/2017,13,10.4675,22.77
8,46,11.7,59.8,0.673,A15-461,6/14/2017,13,10.4675,22.77
8,47,11.3,61.2,0.688,A15-461,6/14/2017,13,10.4675,22.77
8,48,12.4,58.5,0.65,A15-509,6/14/2017,13,10.4675,22.77
8,49,14.4,62,0.623,A15-669,6/14/2017,13,10.4675,22.77
8,50,13,67.1,0.675,A15-677,6/14/2017,13,10.4675,22.77
8,51,16.1,69.9,0.626,A15-489,6/14/2017,13,10.4675,22.77
8,52,11.5,61.4,0.684,A15-505,6/14/2017,13,10.4675,22.77
8,53,14.8,58.9,0.598,A15-725,6/14/2017,13,10.4675,22.77
8,54,12.8,62.7,0.661,A15-675,6/14/2017,13,10.4675,22.77
8,55,11.7,64.4,0.693,A14-302,6/14/2017,13,10.4675,22.77
8,56,11.3,64.2,0.701,A15-513,6/14/2017,13,10.4675,22.77
8,57,11.8,67.1,0.701,b,6/14/2017,13,10.4675,22.77
8,58,12,59.7,0.665,b,6/14/2017,13,10.4675,22.77
8,59,12.6,66.6,0.682,b,6/14/2017,13,10.4675,22.77
9,1,13.8,65.9,0.654,b,6/14/2017,13,10.4675,22.77
9,2,11.8,69.3,0.709,b,6/14/2017,13,10.4675,22.77
9,3,12.8,68.3,0.684,b,6/14/2017,13,10.4675,22.77
9,4,11.8,65.6,0.695,A15-674,6/14/2017,13,10.4675,22.77
9,5,14,63.9,0.641,A15-674,6/14/2017,13,10.4675,22.77
9,6,13.4,65.3,0.659,A15-311,6/14/2017,13,10.4675,22.77
9,7,12.8,69.2,0.688,A15-311,6/14/2017,13,10.4675,22.77
9,8,12.2,66.5,0.69,A15-682,6/14/2017,13,10.4675,22.77
9,9,12.8,63.5,0.664,A15-682,6/14/2017,13,10.4675,22.77
9,10,11.7,68.3,0.707,A15-506,6/14/2017,13,10.4675,22.77
9,11,13,69.8,0.686,A15-506,6/14/2017,13,10.4675,22.77
9,12,11.7,68.9,0.71,A15-511,6/14/2017,13,10.4675,22.77
9,13,12.4,69.8,0.698,A15-511,6/14/2017,13,10.4675,22.77
9,14,12.6,66.8,0.683,A15-516,6/14/2017,13,10.4675,22.77
9,15,12.8,66.6,0.678,A15-516,6/14/2017,13,10.4675,22.77
9,16,13.4,70.1,0.679,A15-668,6/14/2017,13,10.4675,22.77
9,17,13.8,65.7,0.653,A15-668,6/14/2017,13,10.4675,22.77
9,18,11.8,69.2,0.709,A15-490,6/14/2017,13,10.4675,22.77
9,19,13.2,70.7,0.685,A15-490,6/14/2017,13,10.4675,22.77
9,20,11.3,69.3,0.72,A14-307,6/14/2017,13,10.4675,22.77
9,21,12.4,67.5,0.69,A14-307,6/14/2017,13,10.4675,22.77
9,22,12.8,67.4,0.681,A15-515,6/14/2017,13,10.4675,22.77
9,23,12.8,68.7,0.686,A15-515,6/14/2017,13,10.4675,22.77
9,24,12.8,65.7,0.674,A15-467,6/14/2017,13,10.4675,22.77
9,25,14.4,66.6,0.644,A15-467,6/14/2017,13,10.4675,22.77
9,26,13,57.7,0.632,A15-316,6/14/2017,13,10.4675,22.77
9,27,13,61.8,0.652,A15-316,6/14/2017,13,10.4675,22.77
9,28,14.2,64.2,0.638,A15-304,6/14/2017,13,10.4675,22.77
9,29,13.6,64.8,0.653,A15-304,6/14/2017,13,10.4675,22.77
9,30,13.4,68.6,0.673,A15-341,6/14/2017,13,10.4675,22.77
9,31,13.2,66.2,0.668,A15-341,6/14/2017,13,10.4675,22.77
9,32,12,58.9,0.661,A15-436,6/14/2017,13,10.4675,22.77
9,33,14.8,60.8,0.608,A15-436,6/14/2017,13,10.4675,22.77
9,34,12,66,0.692,A15-463,6/14/2017,13,10.4675,22.77
9,35,14.8,71.6,0.657,A15-463,6/14/2017,13,10.4675,22.77
9,36,14.2,62.1,0.628,A15-708,6/14/2017,13,10.4675,22.77
9,37,10.9,64.1,0.709,A15-708,6/14/2017,13,10.4675,22.77
9,38,11.8,58.5,0.664,A15-711,6/14/2017,13,10.4675,22.77
9,39,12.4,61.5,0.664,A15-711,6/14/2017,13,10.4675,22.77
9,40,13.8,69.3,0.668,A14-298,6/14/2017,13,10.4675,22.77
9,41,14.2,65.6,0.644,A14-298,6/14/2017,13,10.4675,22.77
9,42,13.4,62.1,0.645,A15-451,6/14/2017,13,10.4675,22.77
9,43,12.8,63.3,0.664,A15-451,6/14/2017,13,10.4675,22.77
9,44,12.6,66,0.679,A15-519,6/14/2017,13,10.4675,22.77
9,45,14.2,65.4,0.643,A15-519,6/14/2017,13,10.4675,22.77
9,46,13,66.9,0.675,A15-461,6/14/2017,13,10.4675,22.77
9,47,12.4,66.6,0.686,A15-461,6/14/2017,13,10.4675,22.77
9,48,12.6,63.8,0.67,A15-509,6/14/2017,13,10.4675,22.77
9,49,11.7,62.4,0.684,A15-669,6/14/2017,13,10.4675,22.77
9,50,11.7,66.9,0.702,A15-677,6/14/2017,13,10.4675,22.77
9,51,11.1,64.5,0.706,A15-489,6/14/2017,13,10.4675,22.77
9,52,10.5,61.1,0.707,A15-505,6/14/2017,13,10.4675,22.77
9,53,13.6,69.8,0.674,A15-725,6/14/2017,13,10.4675,22.77
9,54,11.8,67.8,0.704,A15-675,6/14/2017,13,10.4675,22.77
9,55,12,64.1,0.685,A14-302,6/14/2017,13,10.4675,22.77
9,56,10.9,66,0.717,A15-513,6/14/2017,13,10.4675,22.77
9,57,12.8,66.9,0.679,b,6/14/2017,13,10.4675,22.77
9,58,12.2,63.3,0.677,b,6/14/2017,13,10.4675,22.77
9,59,13.6,71,0.678,b,6/14/2017,13,10.4675,22.77
10,1,15.3,56.4,0.573,b,6/14/2017,13,10.4675,22.77
10,2,13.8,56.8,0.609,b,6/14/2017,13,10.4675,22.77
10,3,12.8,62,0.658,b,6/14/2017,13,10.4675,22.77
10,4,13.2,62.4,0.651,A15-674,6/14/2017,13,10.4675,22.77
10,5,14,61.1,0.627,A15-674,6/14/2017,13,10.4675,22.77
10,6,11.3,66.8,0.711,A15-311,6/14/2017,13,10.4675,22.77
10,7,13,63.3,0.659,A15-311,6/14/2017,13,10.4675,22.77
10,8,14.6,66.6,0.64,A15-682,6/14/2017,13,10.4675,22.77
10,9,11.7,65.9,0.698,A15-682,6/14/2017,13,10.4675,22.77
10,10,13.6,68,0.667,A15-506,6/14/2017,13,10.4675,22.77
10,11,15,64.5,0.623,A15-506,6/14/2017,13,10.4675,22.77
10,12,13.2,64.4,0.66,A15-511,6/14/2017,13,10.4675,22.77
10,13,14.8,69,0.647,A15-511,6/14/2017,13,10.4675,22.77
10,14,14.8,68.4,0.644,A15-516,6/14/2017,13,10.4675,22.77
10,15,15.5,66.6,0.622,A15-516,6/14/2017,13,10.4675,22.77
10,16,12.4,64.8,0.679,A15-668,6/14/2017,13,10.4675,22.77
10,17,12.2,64.7,0.683,A15-668,6/14/2017,13,10.4675,22.77
10,18,11.7,63.9,0.69,A15-490,6/14/2017,13,10.4675,22.77
10,19,10.9,64.2,0.71,A15-490,6/14/2017,13,10.4675,22.77
10,20,12.2,63,0.676,A14-307,6/14/2017,13,10.4675,22.77
10,21,11.3,65.6,0.706,A14-307,6/14/2017,13,10.4675,22.77
10,22,12,60.8,0.67,A15-515,6/14/2017,13,10.4675,22.77
10,23,12.4,65.7,0.682,A15-515,6/14/2017,13,10.4675,22.77
10,24,14.2,69,0.659,A15-467,6/14/2017,13,10.4675,22.77
10,25,13.2,66.9,0.67,A15-467,6/14/2017,13,10.4675,22.77
10,26,13,63.8,0.661,A15-316,6/14/2017,13,10.4675,22.77
10,27,12.8,61.8,0.657,A15-316,6/14/2017,13,10.4675,22.77
10,28,13.2,61.7,0.648,A15-304,6/14/2017,13,10.4675,22.77
10,29,12.2,66.5,0.69,A15-304,6/14/2017,13,10.4675,22.77
10,30,14.6,65.1,0.634,A15-341,6/14/2017,13,10.4675,22.77
10,31,11.7,64.1,0.691,A15-341,6/14/2017,13,10.4675,22.77
10,32,15.9,61.7,0.59,A15-436,6/14/2017,13,10.4675,22.77
10,33,12,54.7,0.64,A15-436,6/14/2017,13,10.4675,22.77
10,34,15.1,53.4,0.559,A15-463,6/14/2017,13,10.4675,22.77
10,35,10.3,63.3,0.72,A15-463,6/14/2017,13,10.4675,22.77
10,36,11.7,66,0.699,A15-708,6/14/2017,13,10.4675,22.77
10,37,11.5,65.1,0.7,A15-708,6/14/2017,13,10.4675,22.77
10,38,11.3,61.5,0.69,A15-711,6/14/2017,13,10.4675,22.77
10,39,12.2,64.8,0.683,A15-711,6/14/2017,13,10.4675,22.77
10,40,11.3,65.4,0.705,A14-298,6/14/2017,13,10.4675,22.77
10,41,11.1,67.7,0.718,A14-298,6/14/2017,13,10.4675,22.77
10,42,12.2,66.6,0.69,A15-451,6/14/2017,13,10.4675,22.77
10,43,13,51,0.594,A15-451,6/14/2017,13,10.4675,22.77
10,44,13.8,62.6,0.639,A15-519,6/14/2017,13,10.4675,22.77
10,45,10.3,68.9,0.74,A15-519,6/14/2017,13,10.4675,22.77
10,46,9.7,61.2,0.726,A15-461,6/14/2017,13,10.4675,22.77
10,47,10.5,62,0.71,A15-461,6/14/2017,13,10.4675,22.77
10,48,10.5,68,0.732,A15-509,6/14/2017,13,10.4675,22.77
10,49,13.4,60.6,0.638,A15-669,6/14/2017,13,10.4675,22.77
10,50,11.3,59.2,0.679,A15-677,6/14/2017,13,10.4675,22.77
10,51,11.8,66,0.697,A15-489,6/14/2017,13,10.4675,22.77
10,52,10.5,59.2,0.699,A15-505,6/14/2017,13,10.4675,22.77
10,53,12.6,68.9,0.691,A15-725,6/14/2017,13,10.4675,22.77
10,54,13.2,62.9,0.653,A15-675,6/14/2017,13,10.4675,22.77
10,55,13,62,0.653,A14-302,6/14/2017,13,10.4675,22.77
10,56,12.2,63.6,0.678,A15-513,6/14/2017,13,10.4675,22.77
10,57,10.7,63.8,0.713,b,6/14/2017,13,10.4675,22.77
10,58,11.7,66.9,0.702,b,6/14/2017,13,10.4675,22.77
10,59,12.2,65.1,0.684,b,6/14/2017,13,10.4675,22.77
11,1,11.1,56.4,0.671,b,6/14/2017,13,10.4675,22.77
11,2,16.1,60.2,0.578,b,6/14/2017,13,10.4675,22.77
11,3,13.2,58,0.629,b,6/14/2017,13,10.4675,22.77
11,4,12.6,57.7,0.642,A15-674,6/14/2017,13,10.4675,22.77
11,5,12.8,56.1,0.628,A15-674,6/14/2017,13,10.4675,22.77
11,6,13.4,59.8,0.634,A15-311,6/14/2017,13,10.4675,22.77
11,7,12.2,60.6,0.665,A15-311,6/14/2017,13,10.4675,22.77
11,8,11.7,58.8,0.668,A15-682,6/14/2017,13,10.4675,22.77
11,9,12.4,54,0.627,A15-682,6/14/2017,13,10.4675,22.77
11,10,12.8,61.8,0.657,A15-506,6/14/2017,13,10.4675,22.77
11,11,11.7,58.2,0.665,A15-506,6/14/2017,13,10.4675,22.77
11,12,12.8,65.3,0.672,A15-511,6/14/2017,13,10.4675,22.77
11,13,13.6,61.2,0.636,A15-511,6/14/2017,13,10.4675,22.77
11,14,12.2,61.7,0.67,A15-516,6/14/2017,13,10.4675,22.77
11,15,12.2,61.4,0.668,A15-516,6/14/2017,13,10.4675,22.77
11,16,14.6,62.3,0.62,A15-668,6/14/2017,13,10.4675,22.77
11,17,13.2,56.7,0.622,A15-668,6/14/2017,13,10.4675,22.77
11,18,13,63.5,0.66,A15-490,6/14/2017,13,10.4675,22.77
11,19,13.2,61.1,0.645,A15-490,6/14/2017,13,10.4675,22.77
11,20,11.8,57.7,0.66,A14-307,6/14/2017,13,10.4675,22.77
11,21,11.8,60.8,0.675,A14-307,6/14/2017,13,10.4675,22.77
11,22,12.6,60.3,0.654,A15-515,6/14/2017,13,10.4675,22.77
11,23,10.1,66.6,0.737,A15-515,6/14/2017,13,10.4675,22.77
11,24,11.8,57,0.657,A15-467,6/14/2017,13,10.4675,22.77
11,25,12,56.4,0.649,A15-467,6/14/2017,13,10.4675,22.77
11,26,13.6,58.2,0.621,A15-316,6/14/2017,13,10.4675,22.77
11,27,13.2,58.3,0.631,A15-316,6/14/2017,13,10.4675,22.77
11,28,12,60.6,0.669,A15-304,6/14/2017,13,10.4675,22.77
11,29,14,60.3,0.623,A15-304,6/14/2017,13,10.4675,22.77
11,30,11.8,64.5,0.691,A15-341,6/14/2017,13,10.4675,22.77
11,31,11.5,63.3,0.693,A15-341,6/14/2017,13,10.4675,22.77
11,32,12.4,60,0.657,A15-436,6/14/2017,13,10.4675,22.77
11,33,14.4,51.7,0.564,A15-436,6/14/2017,13,10.4675,22.77
11,34,13.8,55,0.599,A15-463,6/14/2017,13,10.4675,22.77
11,35,14.6,56.8,0.591,A15-463,6/14/2017,13,10.4675,22.77
11,36,14.4,57.3,0.598,A15-708,6/14/2017,13,10.4675,22.77
11,37,13.6,54.3,0.599,A15-708,6/14/2017,13,10.4675,22.77
11,38,14.8,57.1,0.588,A15-711,6/14/2017,13,10.4675,22.77
11,39,13.8,58.2,0.617,A15-711,6/14/2017,13,10.4675,22.77
11,40,14.8,57.9,0.593,A14-298,6/14/2017,13,10.4675,22.77
11,41,12,59.1,0.662,A14-298,6/14/2017,13,10.4675,22.77
11,42,16.3,58.3,0.563,A15-451,6/14/2017,13,10.4675,22.77
11,43,12.2,61.4,0.668,A15-451,6/14/2017,13,10.4675,22.77
11,44,11.7,59.5,0.671,A15-519,6/14/2017,13,10.4675,22.77
11,45,12.8,60.6,0.651,A15-519,6/14/2017,13,10.4675,22.77
11,46,14,54,0.588,A15-461,6/14/2017,13,10.4675,22.77
11,47,11.8,61.2,0.677,A15-461,6/14/2017,13,10.4675,22.77
11,48,15,61.5,0.608,A15-509,6/14/2017,13,10.4675,22.77
11,49,14.2,62.1,0.628,A15-669,6/14/2017,13,10.4675,22.77
11,50,11.7,65.1,0.695,A15-677,6/14/2017,13,10.4675,22.77
11,51,13.8,61.5,0.633,A15-489,6/14/2017,13,10.4675,22.77
11,52,10.9,61.1,0.697,A15-505,6/14/2017,13,10.4675,22.77
11,53,11.5,61.2,0.684,A15-725,6/14/2017,13,10.4675,22.77
11,54,11.8,64.4,0.69,A15-675,6/14/2017,13,10.4675,22.77
11,55,13.2,62.6,0.652,A14-302,6/14/2017,13,10.4675,22.77
11,56,13.2,66.2,0.668,A15-513,6/14/2017,13,10.4675,22.77
11,57,16.9,62.6,0.575,b,6/14/2017,13,10.4675,22.77
11,58,14,61.4,0.629,b,6/14/2017,13,10.4675,22.77
11,59,16.5,62,0.58,b,6/14/2017,13,10.4675,22.77
12,1,13,66.2,0.672,b,6/14/2017,13,10.4675,22.77
12,2,11.7,65.4,0.696,b,6/14/2017,13,10.4675,22.77
12,3,15,60,0.6,b,6/14/2017,13,10.4675,22.77
12,4,12.4,60.9,0.662,A15-674,6/14/2017,13,10.4675,22.77
12,5,13.8,65.7,0.653,A15-674,6/14/2017,13,10.4675,22.77
12,6,15.5,65.9,0.619,A15-311,6/14/2017,13,10.4675,22.77
12,7,12.4,66.9,0.687,A15-311,6/14/2017,13,10.4675,22.77
12,8,12.8,61.8,0.657,A15-682,6/14/2017,13,10.4675,22.77
12,9,13.2,62.4,0.651,A15-682,6/14/2017,13,10.4675,22.77
12,10,12.8,60.3,0.65,A15-506,6/14/2017,13,10.4675,22.77
12,11,13.2,63.9,0.658,A15-506,6/14/2017,13,10.4675,22.77
12,12,14.4,63.3,0.629,A15-511,6/14/2017,13,10.4675,22.77
12,13,13.8,69.9,0.67,A15-511,6/14/2017,13,10.4675,22.77
12,14,13.6,69.5,0.673,A15-516,6/14/2017,13,10.4675,22.77
12,15,14.6,68.7,0.649,A15-516,6/14/2017,13,10.4675,22.77
12,16,15.1,68.4,0.638,A15-668,6/14/2017,13,10.4675,22.77
12,17,14.4,63,0.628,A15-668,6/14/2017,13,10.4675,22.77
12,18,14.8,69.3,0.648,A15-490,6/14/2017,13,10.4675,22.77
12,19,13.6,71.4,0.68,A15-490,6/14/2017,13,10.4675,22.77
12,20,14.2,71.4,0.668,A14-307,6/14/2017,13,10.4675,22.77
12,21,14.6,67.2,0.643,A14-307,6/14/2017,13,10.4675,22.77
12,22,12,71.1,0.711,A15-515,6/14/2017,13,10.4675,22.77
12,23,11.3,68.9,0.718,A15-515,6/14/2017,13,10.4675,22.77
12,24,13.8,68.7,0.665,A15-467,6/14/2017,13,10.4675,22.77
12,25,15.1,68,0.637,A15-467,6/14/2017,13,10.4675,22.77
12,26,12.8,62.1,0.658,A15-316,6/14/2017,13,10.4675,22.77
12,27,11.5,65.3,0.701,A15-316,6/14/2017,13,10.4675,22.77
12,28,14,67.7,0.657,A15-304,6/14/2017,13,10.4675,22.77
12,29,11.3,64.7,0.703,A15-304,6/14/2017,13,10.4675,22.77
12,30,11.7,68.3,0.707,A15-341,6/14/2017,13,10.4675,22.77
12,31,12.6,72,0.702,A15-341,6/14/2017,13,10.4675,22.77
12,32,13,63.2,0.659,A15-436,6/14/2017,13,10.4675,22.77
12,33,14.2,70.1,0.663,A15-436,6/14/2017,13,10.4675,22.77
12,34,13.2,66.3,0.668,A15-463,6/14/2017,13,10.4675,22.77
12,35,13.2,65.9,0.666,A15-463,6/14/2017,13,10.4675,22.77
12,36,11.5,62.4,0.689,A15-708,6/14/2017,13,10.4675,22.77
12,37,12.6,64.1,0.671,A15-708,6/14/2017,13,10.4675,22.77
12,38,14.8,62.3,0.616,A15-711,6/14/2017,13,10.4675,22.77
12,39,13.2,65.1,0.663,A15-711,6/14/2017,13,10.4675,22.77
12,40,13.2,67.5,0.673,A14-298,6/14/2017,13,10.4675,22.77
12,41,13.8,71.1,0.675,A14-298,6/14/2017,13,10.4675,22.77
12,42,13.6,64.1,0.65,A15-451,6/14/2017,13,10.4675,22.77
12,43,13,64.4,0.664,A15-451,6/14/2017,13,10.4675,22.77
12,44,15.3,66.8,0.627,A15-519,6/14/2017,13,10.4675,22.77
12,45,13.2,66,0.667,A15-519,6/14/2017,13,10.4675,22.77
12,46,10.5,64.5,0.72,A15-461,6/14/2017,13,10.4675,22.77
12,47,10.9,69.6,0.729,A15-461,6/14/2017,13,10.4675,22.77
12,48,10.1,63.8,0.727,A15-509,6/14/2017,13,10.4675,22.77
12,49,11.3,63.6,0.698,A15-669,6/14/2017,13,10.4675,22.77
12,50,13.2,60.5,0.642,A15-677,6/14/2017,13,10.4675,22.77
12,51,15.5,64.7,0.613,A15-489,6/14/2017,13,10.4675,22.77
12,52,13.8,59.7,0.624,A15-505,6/14/2017,13,10.4675,22.77
12,53,15.5,62.6,0.603,A15-725,6/14/2017,13,10.4675,22.77
12,54,13,54.9,0.617,A15-675,6/14/2017,13,10.4675,22.77
12,55,13.8,66.2,0.655,A14-302,6/14/2017,13,10.4675,22.77
12,56,11.7,55.6,0.652,A15-513,6/14/2017,13,10.4675,22.77
12,57,14.8,57.4,0.59,b,6/14/2017,13,10.4675,22.77
12,58,13.2,56.5,0.621,b,6/14/2017,13,10.4675,22.77
12,59,13.4,63.8,0.653,b,6/14/2017,13,10.4675,22.77
13,1,15.9,61.1,0.587,b,6/14/2017,13,10.4675,22.77
13,2,14.2,72.6,0.673,b,6/14/2017,13,10.4675,22.77
13,3,16.1,62,0.588,b,6/14/2017,13,10.4675,22.77
13,4,13.2,68.6,0.677,A15-674,6/14/2017,13,10.4675,22.77
13,5,15.9,64.8,0.606,A15-674,6/14/2017,13,10.4675,22.77
13,6,15,72.9,0.659,A15-311,6/14/2017,13,10.4675,22.77
13,7,16.3,72.8,0.634,A15-311,6/14/2017,13,10.4675,22.77
13,8,13.4,71.6,0.685,A15-682,6/14/2017,13,10.4675,22.77
13,9,12.2,70.8,0.706,A15-682,6/14/2017,13,10.4675,22.77
13,10,13,65,0.667,A15-506,6/14/2017,13,10.4675,22.77
13,11,14.4,66.5,0.644,A15-506,6/14/2017,13,10.4675,22.77
13,12,13,72.5,0.696,A15-511,6/14/2017,13,10.4675,22.77
13,13,12.6,66.5,0.681,A15-511,6/14/2017,13,10.4675,22.77
13,14,14.4,71.3,0.664,A15-516,6/14/2017,13,10.4675,22.77
13,15,14.4,74.4,0.676,A15-516,6/14/2017,13,10.4675,22.77
13,16,15.7,75.5,0.656,A15-668,6/14/2017,13,10.4675,22.77
13,17,14.8,69.8,0.65,A15-668,6/14/2017,13,10.4675,22.77
13,18,15.1,65.6,0.626,A15-490,6/14/2017,13,10.4675,22.77
13,19,15.3,69.8,0.64,A15-490,6/14/2017,13,10.4675,22.77
13,20,15.5,70.1,0.638,A14-307,6/14/2017,13,10.4675,22.77
13,21,13.4,77.1,0.704,A14-307,6/14/2017,13,10.4675,22.77
13,22,16.1,69.8,0.625,A15-515,6/14/2017,13,10.4675,22.77
13,23,14.2,69.6,0.661,A15-515,6/14/2017,13,10.4675,22.77
13,24,14.6,68.4,0.648,A15-467,6/14/2017,13,10.4675,22.77
13,25,15.7,73.2,0.647,A15-467,6/14/2017,13,10.4675,22.77
13,26,16.3,66,0.604,A15-316,6/14/2017,13,10.4675,22.77
13,27,14.6,70.2,0.656,A15-316,6/14/2017,13,10.4675,22.77
13,28,14.2,73.7,0.677,A15-304,6/14/2017,13,10.4675,22.77
13,29,16.5,66.8,0.604,A15-304,6/14/2017,13,10.4675,22.77
13,30,14,73.5,0.68,A15-341,6/14/2017,13,10.4675,22.77
13,31,13.6,72.9,0.686,A15-341,6/14/2017,13,10.4675,22.77
13,32,16.1,69.9,0.626,A15-436,6/14/2017,13,10.4675,22.77
13,33,16.7,64.2,0.587,A15-436,6/14/2017,13,10.4675,22.77
13,34,13,77.7,0.713,A15-463,6/14/2017,13,10.4675,22.77
13,35,15.3,66.6,0.626,A15-463,6/14/2017,13,10.4675,22.77
13,36,17.7,69.5,0.594,A15-708,6/14/2017,13,10.4675,22.77
13,37,14,71.3,0.672,A15-708,6/14/2017,13,10.4675,22.77
13,38,15.1,73.2,0.658,A15-711,6/14/2017,13,10.4675,22.77
13,39,15.9,73.1,0.643,A15-711,6/14/2017,13,10.4675,22.77
13,40,13.6,72.2,0.683,A14-298,6/14/2017,13,10.4675,22.77
13,41,13.6,71.7,0.681,A14-298,6/14/2017,13,10.4675,22.77
13,42,16.1,66.5,0.61,A15-451,6/14/2017,13,10.4675,22.77
13,43,14.8,63.5,0.622,A15-451,6/14/2017,13,10.4675,22.77
